time,temperature,humidity,feels_like,wind_speed,wind_direction,wind_gusts,weather_code,cloud_cover,precipitation,rain,showers,snowfall,surface_pressure,visibility
2026-07-03T21:00,29.0,81,34.6,9.5,101,22.7,3,100,0.0,0.0,0.0,0.0,998.0,
2026-07-03T22:00,28.6,84,34.3,9.6,87,20.2,3,98,0.0,0.0,0.0,0.0,997.9,
2026-07-03T23:00,28.7,83,34.1,11.7,80,22.0,3,100,0.0,0.0,0.0,0.0,997.4,
2026-07-04T00:00,28.3,85,33.8,10.9,73,24.5,3,98,0.0,0.0,0.0,0.0,996.4,
2026-07-04T01:00,28.0,87,33.4,11.6,69,24.8,3,100,0.0,0.0,0.0,0.0,995.9,
2026-07-04T02:00,27.7,88,33.0,11.6,64,24.8,3,98,0.0,0.0,0.0,0.0,995.9,
2026-07-04T03:00,27.5,88,32.7,12.1,63,26.6,3,100,0.0,0.0,0.0,0.0,995.6,
2026-07-04T04:00,27.5,87,32.3,13.5,67,29.2,3,100,0.0,0.0,0.0,0.0,995.3,
2026-07-04T05:00,27.8,87,32.7,13.9,59,29.9,3,100,0.0,0.0,0.0,0.0,995.0,
2026-07-04T06:00,28.0,87,33.0,14.5,63,32.0,51,100,0.3,0.3,0.0,0.0,995.1,
2026-07-04T07:00,28.2,88,33.2,16.8,77,34.9,53,98,0.7,0.7,0.0,0.0,995.3,
2026-07-04T08:00,28.9,86,34.5,14.3,78,39.6,61,98,2.2,2.2,0.0,0.0,995.6,
2026-07-04T09:00,30.3,78,35.3,16.2,89,42.1,51,98,0.2,0.2,0.0,0.0,995.5,
2026-07-04T10:00,28.8,87,34.8,14.2,105,50.4,63,95,3.4,3.4,0.0,0.0,995.2,
2026-07-04T11:00,31.8,68,35.6,20.3,91,36.7,2,61,0.0,0.0,0.0,0.0,994.9,
2026-07-04T12:00,32.2,66,37.1,19.8,89,47.2,51,77,0.1,0.1,0.0,0.0,993.9,
2026-07-04T13:00,32.0,67,36.0,20.4,93,46.4,51,99,0.1,0.1,0.0,0.0,993.0,
2026-07-04T14:00,30.0,78,34.7,16.8,86,46.4,51,77,0.3,0.3,0.0,0.0,992.8,
2026-07-04T15:00,30.2,80,35.9,13.0,80,37.8,2,73,0.0,0.0,0.0,0.0,992.4,
2026-07-04T16:00,30.8,76,36.3,13.5,88,34.9,51,59,0.2,0.2,0.0,0.0,992.1,
2026-07-04T17:00,30.2,82,36.0,13.5,67,32.4,51,91,0.1,0.1,0.0,0.0,992.0,
2026-07-04T18:00,29.8,79,35.0,14.0,72,31.0,3,95,0.0,0.0,0.0,0.0,992.6,
2026-07-04T19:00,29.4,81,34.8,12.6,71,29.9,3,90,0.0,0.0,0.0,0.0,993.3,
2026-07-04T20:00,29.1,80,34.1,12.8,80,27.0,2,78,0.0,0.0,0.0,0.0,994.0,
2026-07-04T21:00,28.7,81,33.4,14.4,81,31.0,51,78,0.1,0.1,0.0,0.0,994.5,
2026-07-04T22:00,28.3,83,32.8,15.2,83,32.8,3,87,0.0,0.0,0.0,0.0,994.3,
2026-07-04T23:00,28.4,85,33.3,14.7,82,33.8,3,98,0.0,0.0,0.0,0.0,993.9,
2026-07-05T00:00,27.9,88,32.8,14.9,83,32.0,3,95,0.0,0.0,0.0,0.0,993.3,
2026-07-05T01:00,27.5,90,32.7,14.2,83,32.0,51,99,0.1,0.1,0.0,0.0,992.7,
2026-07-05T02:00,27.3,89,31.9,15.7,87,32.8,53,97,0.5,0.5,0.0,0.0,992.9,
2026-07-05T03:00,26.9,92,31.6,15.6,82,33.1,53,100,0.6,0.6,0.0,0.0,992.8,
2026-07-05T04:00,27.0,90,31.5,16.4,86,34.9,51,100,0.3,0.3,0.0,0.0,993.0,
2026-07-05T05:00,27.3,94,32.8,14.8,84,36.0,51,99,0.4,0.4,0.0,0.0,993.1,
2026-07-05T06:00,27.1,95,32.3,16.1,80,31.7,55,99,1.0,1.0,0.0,0.0,993.5,
2026-07-05T07:00,27.6,92,32.7,16.7,89,34.2,55,100,1.2,1.2,0.0,0.0,993.3,
2026-07-05T08:00,28.3,89,33.8,15.0,80,34.2,53,100,0.6,0.6,0.0,0.0,993.8,
2026-07-05T09:00,29.7,80,34.7,15.3,88,37.1,51,100,0.2,0.2,0.0,0.0,993.8,
2026-07-05T10:00,30.6,76,35.7,15.5,86,36.4,51,100,0.2,0.2,0.0,0.0,993.0,
2026-07-05T11:00,30.3,77,35.9,16.3,103,40.0,51,100,0.1,0.1,0.0,0.0,993.2,
2026-07-05T12:00,29.8,79,34.6,15.8,98,40.7,53,100,0.5,0.5,0.0,0.0,992.5,
2026-07-05T13:00,30.2,73,34.5,15.5,105,36.7,55,100,1.0,1.0,0.0,0.0,992.0,
2026-07-05T14:00,29.6,81,35.0,13.6,98,36.0,51,100,0.3,0.3,0.0,0.0,991.6,
2026-07-05T15:00,29.5,79,34.2,15.9,108,37.4,51,92,0.4,0.4,0.0,0.0,991.3,
2026-07-05T16:00,28.7,83,33.5,14.4,116,35.3,53,95,0.5,0.5,0.0,0.0,991.1,
2026-07-05T17:00,27.4,94,33.2,12.2,109,35.6,61,100,1.3,1.3,0.0,0.0,991.7,
2026-07-05T18:00,27.1,95,32.9,12.0,130,25.9,61,98,1.5,1.5,0.0,0.0,992.5,
2026-07-05T19:00,27.2,95,33.0,12.2,136,23.4,53,98,0.6,0.6,0.0,0.0,993.5,
2026-07-05T20:00,27.0,94,32.4,13.1,133,26.3,51,100,0.4,0.4,0.0,0.0,994.3,
2026-07-05T21:00,26.9,93,32.2,13.2,125,26.3,51,100,0.3,0.3,0.0,0.0,994.8,
2026-07-05T22:00,27.0,91,31.8,14.8,124,30.2,51,100,0.2,0.2,0.0,0.0,994.9,
2026-07-05T23:00,26.4,93,30.9,15.8,148,33.5,53,100,0.9,0.9,0.0,0.0,994.3,
2026-07-06T00:00,25.7,97,30.7,12.1,139,33.1,63,100,3.1,3.1,0.0,0.0,993.9,
2026-07-06T01:00,26.5,96,31.4,15.4,145,29.9,51,99,0.4,0.4,0.0,0.0,993.7,
2026-07-06T02:00,26.1,95,30.9,13.9,134,30.6,51,95,0.4,0.4,0.0,0.0,993.6,
2026-07-06T03:00,26.1,95,31.2,12.4,120,27.0,51,98,0.2,0.2,0.0,0.0,993.7,
2026-07-06T04:00,26.3,95,31.4,12.6,112,25.9,51,52,0.1,0.1,0.0,0.0,993.7,
2026-07-06T05:00,26.7,95,32.2,12.4,132,27.0,51,91,0.3,0.3,0.0,0.0,994.0,
2026-07-06T06:00,27.0,91,32.2,12.6,128,26.6,51,100,0.1,0.1,0.0,0.0,994.7,
2026-07-06T07:00,27.6,87,32.1,15.9,134,34.9,51,78,0.3,0.3,0.0,0.0,995.4,
2026-07-06T08:00,28.6,82,33.2,15.6,154,38.2,51,86,0.1,0.1,0.0,0.0,995.6,
2026-07-06T09:00,29.6,80,34.8,14.1,161,36.0,51,79,0.4,0.4,0.0,0.0,996.1,
2026-07-06T10:00,30.4,75,35.8,13.8,173,40.7,51,78,0.2,0.2,0.0,0.0,995.8,
2026-07-06T11:00,29.2,81,35.1,11.2,195,38.5,53,99,0.8,0.8,0.0,0.0,996.2,
2026-07-06T12:00,30.1,78,35.8,13.6,208,36.4,51,99,0.4,0.4,0.0,0.0,995.9,
2026-07-06T13:00,29.1,79,34.0,14.8,193,38.5,61,100,1.5,1.5,0.0,0.0,995.3,
2026-07-06T14:00,29.0,86,35.1,10.3,167,35.3,55,99,1.2,1.2,0.0,0.0,995.3,
2026-07-06T15:00,28.8,82,33.7,14.1,194,36.0,55,99,1.1,1.1,0.0,0.0,995.1,
2026-07-06T16:00,28.0,88,33.5,11.7,146,31.7,53,99,0.6,0.6,0.0,0.0,995.4,
2026-07-06T17:00,28.9,86,34.7,11.9,180,25.9,51,99,0.3,0.3,0.0,0.0,995.9,
2026-07-06T18:00,27.9,88,33.6,10.8,183,27.4,51,98,0.4,0.4,0.0,0.0,996.7,
2026-07-06T19:00,26.9,92,31.8,14.1,155,28.1,53,100,0.7,0.7,0.0,0.0,997.7,
2026-07-06T20:00,26.7,93,31.6,14.3,175,31.7,53,98,0.5,0.5,0.0,0.0,998.4,
2026-07-06T21:00,27.1,92,31.8,16.2,179,31.7,51,96,0.4,0.4,0.0,0.0,999.4,
2026-07-06T22:00,26.0,95,30.7,14.6,176,37.8,61,95,1.6,1.6,0.0,0.0,999.7,
2026-07-06T23:00,27.2,93,32.4,14.7,168,28.8,53,100,0.6,0.6,0.0,0.0,999.3,
2026-07-07T00:00,27.0,92,32.3,12.5,176,29.9,3,100,0.0,0.0,0.0,0.0,998.8,
2026-07-07T01:00,27.5,92,33.1,12.6,176,27.0,3,91,0.0,0.0,0.0,0.0,998.5,
2026-07-07T02:00,25.7,96,30.5,13.2,183,27.7,63,100,3.0,3.0,0.0,0.0,998.6,
2026-07-07T03:00,25.1,97,30.5,7.8,132,25.9,65,100,10.3,10.3,0.0,0.0,999.4,
2026-07-07T04:00,25.4,97,30.6,10.2,150,23.4,63,90,2.8,2.8,0.0,0.0,999.4,
2026-07-07T05:00,27.3,91,33.1,9.6,176,22.7,51,91,0.3,0.3,0.0,0.0,999.2,
2026-07-07T06:00,28.2,88,33.6,13.9,180,29.2,3,88,0.0,0.0,0.0,0.0,999.2,
2026-07-07T07:00,28.3,83,32.9,15.5,180,34.9,51,98,0.2,0.2,0.0,0.0,1000.1,
2026-07-07T08:00,27.2,90,32.1,15.0,177,37.8,53,97,0.9,0.9,0.0,0.0,1001.0,
2026-07-07T09:00,29.1,85,34.1,17.0,203,37.1,51,80,0.4,0.4,0.0,0.0,1000.7,
2026-07-07T10:00,28.9,87,34.9,16.7,194,45.4,61,98,1.9,1.9,0.0,0.0,1000.7,
2026-07-07T11:00,29.4,85,36.2,9.2,173,38.9,53,99,0.5,0.5,0.0,0.0,1000.3,
2026-07-07T12:00,28.2,90,33.8,13.6,210,33.8,61,100,2.2,2.2,0.0,0.0,999.8,
2026-07-07T13:00,28.4,91,34.8,11.1,211,31.7,63,100,2.6,2.6,0.0,0.0,999.4,
2026-07-07T14:00,28.7,91,35.5,8.3,202,25.9,55,99,1.0,1.0,0.0,0.0,998.9,
2026-07-07T15:00,27.8,92,33.8,10.5,207,35.3,63,98,3.5,3.5,0.0,0.0,998.9,
2026-07-07T16:00,28.5,89,34.6,11.0,199,24.8,53,97,0.6,0.6,0.0,0.0,998.7,
2026-07-07T17:00,28.9,89,35.4,10.1,174,23.8,51,99,0.2,0.2,0.0,0.0,998.8,
2026-07-07T18:00,28.8,90,35.4,10.0,173,21.2,3,100,0.0,0.0,0.0,0.0,999.2,
2026-07-07T19:00,28.8,90,35.4,10.1,180,21.6,3,100,0.0,0.0,0.0,0.0,999.9,
2026-07-07T20:00,28.8,89,35.2,10.6,182,22.3,3,100,0.0,0.0,0.0,0.0,1001.0,
2026-07-07T21:00,29.0,86,35.0,11.0,184,23.8,3,100,0.0,0.0,0.0,0.0,1001.5,
2026-07-07T22:00,29.0,83,34.5,12.7,195,27.0,3,100,0.0,0.0,0.0,0.0,1001.8,
2026-07-07T23:00,29.5,81,34.8,13.1,199,28.1,3,100,0.0,0.0,0.0,0.0,1000.7,
2026-07-08T00:00,28.6,84,33.9,13.0,206,27.7,51,100,0.2,0.2,0.0,0.0,1000.4,
2026-07-08T01:00,28.2,87,33.7,12.3,201,27.7,53,100,0.5,0.5,0.0,0.0,999.9,
2026-07-08T02:00,28.4,86,33.9,12.2,208,24.8,3,99,0.0,0.0,0.0,0.0,999.7,
2026-07-08T03:00,27.8,87,33.0,12.7,209,28.1,51,93,0.3,0.3,0.0,0.0,999.6,
2026-07-08T04:00,27.5,88,32.4,13.6,197,28.1,51,98,0.1,0.1,0.0,0.0,1000.1,
2026-07-08T05:00,28.1,85,33.1,13.4,202,30.2,55,98,1.1,1.1,0.0,0.0,1000.2,
2026-07-08T06:00,28.5,84,33.9,11.7,194,27.7,3,84,0.0,0.0,0.0,0.0,1000.6,
2026-07-08T07:00,29.8,81,35.7,11.0,201,25.2,3,90,0.0,0.0,0.0,0.0,1000.9,
2026-07-08T08:00,30.8,76,36.1,14.8,210,34.2,3,95,0.0,0.0,0.0,0.0,1001.0,
2026-07-08T09:00,31.5,74,37.1,14.1,211,34.6,51,83,0.1,0.1,0.0,0.0,1001.0,
2026-07-08T10:00,31.5,76,37.2,14.2,198,35.3,51,99,0.3,0.3,0.0,0.0,1000.6,
2026-07-08T11:00,32.7,70,38.3,14.5,210,40.0,53,100,0.9,0.9,0.0,0.0,1000.8,
2026-07-08T12:00,31.6,73,37.7,14.0,215,39.6,53,99,0.5,0.5,0.0,0.0,1000.1,
2026-07-08T13:00,31.1,75,36.8,11.9,198,32.8,55,100,1.0,1.0,0.0,0.0,999.5,
2026-07-08T14:00,30.5,79,36.9,8.2,209,27.7,53,100,0.8,0.8,0.0,0.0,999.3,
2026-07-08T15:00,28.4,89,34.6,10.6,170,27.0,63,100,2.5,2.5,0.0,0.0,999.2,
2026-07-08T16:00,28.8,90,35.2,11.0,174,23.4,53,100,0.6,0.6,0.0,0.0,998.7,
2026-07-08T17:00,29.9,87,36.8,10.3,176,23.4,51,95,0.3,0.3,0.0,0.0,998.6,
2026-07-08T18:00,29.3,90,36.3,10.4,188,22.0,51,92,0.4,0.4,0.0,0.0,999.2,
2026-07-08T19:00,29.1,91,36.0,10.4,180,22.7,51,99,0.1,0.1,0.0,0.0,999.6,
2026-07-08T20:00,29.3,91,36.3,10.6,165,22.0,3,100,0.0,0.0,0.0,0.0,1000.4,
2026-07-08T21:00,29.4,90,36.2,10.6,183,22.3,3,99,0.0,0.0,0.0,0.0,1001.2,
2026-07-08T22:00,29.1,89,35.6,11.4,191,24.5,3,99,0.0,0.0,0.0,0.0,1001.0,
2026-07-08T23:00,28.2,91,33.9,13.5,182,24.5,3,100,0.0,0.0,0.0,0.0,1000.8,
2026-07-09T00:00,28.4,90,34.2,14.2,189,28.8,51,100,0.1,0.1,0.0,0.0,1000.3,
2026-07-09T01:00,28.6,89,34.4,13.4,186,29.2,3,100,0.0,0.0,0.0,0.0,1000.0,
2026-07-09T02:00,28.4,88,33.8,14.6,193,31.3,3,100,0.0,0.0,0.0,0.0,999.7,
2026-07-09T03:00,28.4,87,33.6,14.6,196,32.4,3,100,0.0,0.0,0.0,0.0,1000.2,
2026-07-09T04:00,28.3,86,33.6,13.4,197,31.3,3,100,0.0,0.0,0.0,0.0,1000.2,
2026-07-09T05:00,28.7,85,34.1,13.7,190,28.4,3,100,0.0,0.0,0.0,0.0,1000.4,
2026-07-09T06:00,28.9,86,34.6,12.3,187,29.5,3,98,0.0,0.0,0.0,0.0,1000.7,
2026-07-09T07:00,27.8,89,32.5,17.4,208,45.7,53,100,0.8,0.8,0.0,0.0,1001.8,
2026-07-09T08:00,27.4,94,33.3,11.8,203,37.8,61,100,1.5,1.5,0.0,0.0,1001.8,
2026-07-09T09:00,27.9,94,34.1,12.0,201,24.1,53,100,0.9,0.9,0.0,0.0,1001.8,
2026-07-09T10:00,28.1,89,33.7,13.4,207,31.0,61,100,2.0,2.0,0.0,0.0,1001.8,
2026-07-09T11:00,28.1,89,33.7,13.1,209,34.9,51,100,0.4,0.4,0.0,0.0,1002.2,
2026-07-09T12:00,27.7,93,33.4,13.6,220,29.5,61,100,2.4,2.4,0.0,0.0,1000.9,
2026-07-09T13:00,27.6,92,33.5,11.1,209,28.1,63,100,4.6,4.6,0.0,0.0,1000.9,
2026-07-09T14:00,27.7,94,33.7,12.2,209,24.1,61,100,2.4,2.4,0.0,0.0,1000.3,
2026-07-09T15:00,27.8,93,33.9,11.5,215,24.8,53,100,0.9,0.9,0.0,0.0,999.7,
2026-07-09T16:00,27.7,93,33.7,11.5,203,24.1,51,88,0.1,0.1,0.0,0.0,999.5,
2026-07-09T17:00,29.2,85,35.5,9.4,193,26.6,55,100,1.0,1.0,0.0,0.0,999.1,
2026-07-09T18:00,28.5,88,34.6,10.1,183,21.2,3,100,0.0,0.0,0.0,0.0,999.9,
2026-07-09T19:00,27.7,92,33.7,11.0,175,21.6,55,100,1.0,1.0,0.0,0.0,1000.7,
2026-07-09T20:00,27.7,95,34.1,10.3,175,21.2,61,100,2.3,2.3,0.0,0.0,1001.2,
2026-07-09T21:00,27.4,95,33.4,12.2,208,24.1,61,100,2.2,2.2,0.0,0.0,1002.0,
2026-07-09T22:00,26.3,97,31.8,11.8,207,28.4,63,98,3.7,3.7,0.0,0.0,1001.7,
2026-07-09T23:00,27.0,97,33.4,8.7,174,22.3,65,99,14.6,14.6,0.0,0.0,1000.8,
2026-07-10T00:00,26.6,96,31.6,15.4,218,29.9,61,100,2.1,2.1,0.0,0.0,999.6,
2026-07-10T01:00,26.6,96,31.8,14.1,232,31.0,63,100,2.9,2.9,0.0,0.0,999.7,
2026-07-10T02:00,26.4,96,31.7,13.0,244,28.8,63,100,3.1,3.1,0.0,0.0,999.0,
2026-07-10T03:00,26.3,96,31.8,11.0,221,26.6,61,100,1.9,1.9,0.0,0.0,999.3,
2026-07-10T04:00,26.1,97,32.1,7.2,231,21.2,61,100,1.6,1.6,0.0,0.0,999.5,
2026-07-10T05:00,27.5,95,33.3,13.4,229,22.3,63,100,3.9,3.9,0.0,0.0,999.0,
2026-07-10T06:00,27.4,96,33.4,12.1,229,31.0,63,100,6.3,6.3,0.0,0.0,1000.0,
2026-07-10T07:00,27.4,96,33.8,9.4,234,23.4,63,100,3.3,3.3,0.0,0.0,1000.8,
2026-07-10T08:00,27.4,96,34.0,8.7,228,18.7,63,100,2.8,2.8,0.0,0.0,1001.2,
2026-07-10T09:00,27.7,96,34.4,9.6,242,17.6,61,100,1.8,1.8,0.0,0.0,1000.7,
2026-07-10T10:00,28.5,94,35.3,10.0,247,25.2,63,97,2.6,2.6,0.0,0.0,1000.9,
2026-07-10T11:00,28.3,93,34.9,10.3,245,31.0,61,100,1.7,1.7,0.0,0.0,1000.8,
2026-07-10T12:00,28.3,94,35.1,10.1,246,22.0,61,100,1.5,1.5,0.0,0.0,999.7,
2026-07-10T13:00,29.4,86,35.5,11.8,249,27.0,53,100,0.8,0.8,0.0,0.0,998.9,
2026-07-10T14:00,29.8,82,35.9,10.3,257,27.7,51,100,0.4,0.4,0.0,0.0,998.8,
2026-07-10T15:00,29.6,84,36.5,5.9,247,27.0,51,100,0.2,0.2,0.0,0.0,998.4,
2026-07-10T16:00,27.9,89,33.6,11.1,228,30.6,53,100,0.9,0.9,0.0,0.0,998.4,
2026-07-10T17:00,27.1,94,32.8,11.4,231,24.1,53,98,0.6,0.6,0.0,0.0,999.7,
2026-07-10T18:00,26.6,95,32.4,9.8,208,22.7,61,100,2.0,2.0,0.0,0.0,999.4,
2026-07-10T19:00,26.6,95,32.3,10.2,222,19.1,51,98,0.4,0.4,0.0,0.0,999.9,
2026-07-10T20:00,26.6,95,32.4,9.7,225,21.6,51,97,0.1,0.1,0.0,0.0,1000.4,
2026-07-10T21:00,26.7,95,32.6,8.4,225,17.6,51,100,0.2,0.2,0.0,0.0,1000.7,
2026-07-10T22:00,26.8,94,32.6,9.6,230,18.4,3,100,0.0,0.0,0.0,0.0,1000.5,
2026-07-10T23:00,26.9,94,32.7,10.4,270,18.4,3,100,0.0,0.0,0.0,0.0,1000.5,
2026-07-11T00:00,26.6,95,32.5,8.7,253,20.2,63,100,2.7,2.7,0.0,0.0,1000.2,
2026-07-11T01:00,26.5,95,31.8,12.6,267,26.6,63,100,4.5,4.5,0.0,0.0,998.8,
2026-07-11T02:00,26.6,96,32.5,9.7,252,26.6,63,100,4.6,4.6,0.0,0.0,998.7,
2026-07-11T03:00,26.7,96,32.9,8.4,255,19.4,63,100,3.1,3.1,0.0,0.0,998.7,
2026-07-11T04:00,26.7,96,32.9,7.7,252,15.8,63,100,3.4,3.4,0.0,0.0,998.8,
2026-07-11T05:00,27.1,96,33.0,12.5,240,18.4,61,91,1.7,1.7,0.0,0.0,999.0,
2026-07-11T06:00,27.5,95,33.8,10.0,252,24.5,53,88,0.6,0.6,0.0,0.0,999.2,
2026-07-11T07:00,28.7,90,35.2,9.9,241,23.4,51,95,0.2,0.2,0.0,0.0,999.7,
2026-07-11T08:00,30.1,81,36.2,11.2,254,27.4,51,93,0.1,0.1,0.0,0.0,999.7,
2026-07-11T09:00,31.3,73,37.4,11.4,265,28.8,51,96,0.1,0.1,0.0,0.0,1000.0,
2026-07-11T10:00,32.3,67,38.8,11.2,267,28.8,51,54,0.1,0.1,0.0,0.0,999.7,
2026-07-11T11:00,32.6,66,39.3,14.0,279,33.8,51,88,0.2,0.2,0.0,0.0,999.4,
2026-07-11T12:00,32.3,68,39.5,10.2,280,39.6,51,91,0.2,0.2,0.0,0.0,998.7,
2026-07-11T13:00,32.5,70,39.4,7.3,263,33.8,3,100,0.0,0.0,0.0,0.0,997.5,
2026-07-11T14:00,30.4,80,36.9,8.3,252,29.2,55,98,1.0,1.0,0.0,0.0,997.2,
2026-07-11T15:00,30.2,82,37.5,4.8,143,18.4,53,100,0.5,0.5,0.0,0.0,996.4,
2026-07-11T16:00,29.3,87,36.2,8.0,170,25.6,53,100,0.8,0.8,0.0,0.0,996.0,
2026-07-11T17:00,30.2,84,38.0,2.6,124,20.9,61,99,1.5,1.5,0.0,0.0,996.7,
2026-07-11T18:00,26.7,98,32.8,10.0,322,26.3,65,98,9.1,9.1,0.0,0.0,997.7,
2026-07-11T19:00,27.1,96,33.9,5.4,172,16.9,63,100,2.5,2.5,0.0,0.0,998.0,
2026-07-11T20:00,27.2,97,34.1,6.4,164,11.2,55,100,1.0,1.0,0.0,0.0,998.2,
2026-07-11T21:00,27.5,95,34.0,8.5,178,14.8,53,97,0.8,0.8,0.0,0.0,998.6,
2026-07-11T22:00,27.6,95,34.3,8.5,182,15.8,51,91,0.2,0.2,0.0,0.0,998.6,
2026-07-11T23:00,28.8,94,36.1,9.3,208,19.1,2,70,0.0,0.0,0.0,0.0,997.6,
2026-07-12T00:00,28.1,95,35.4,7.0,222,16.9,53,83,0.9,0.9,0.0,0.0,996.6,
2026-07-12T01:00,27.7,96,34.9,6.0,189,13.3,53,100,0.6,0.6,0.0,0.0,996.2,
2026-07-12T02:00,27.2,96,33.6,9.4,193,16.9,51,100,0.2,0.2,0.0,0.0,996.2,
2026-07-12T03:00,27.0,95,32.9,10.8,223,20.5,53,98,0.5,0.5,0.0,0.0,995.9,
2026-07-12T04:00,26.8,95,32.7,9.7,230,20.5,51,100,0.1,0.1,0.0,0.0,996.2,
2026-07-12T05:00,27.8,93,33.9,10.5,232,18.0,3,96,0.0,0.0,0.0,0.0,995.8,
2026-07-12T06:00,27.9,89,33.7,10.2,226,24.1,51,100,0.1,0.1,0.0,0.0,996.6,
2026-07-12T07:00,28.3,88,34.4,9.5,243,21.2,3,100,0.0,0.0,0.0,0.0,997.1,
2026-07-12T08:00,29.2,85,35.7,8.0,236,20.9,51,100,0.2,0.2,0.0,0.0,997.3,
2026-07-12T09:00,29.5,86,36.4,7.3,232,18.7,51,100,0.1,0.1,0.0,0.0,997.2,
2026-07-12T10:00,31.7,76,38.7,7.9,246,22.7,3,100,0.0,0.0,0.0,0.0,997.0,
2026-07-12T11:00,31.2,77,38.2,6.4,260,22.3,3,100,0.0,0.0,0.0,0.0,997.5,
2026-07-12T12:00,31.1,77,37.7,7.6,269,22.0,51,100,0.3,0.3,0.0,0.0,996.7,
2026-07-12T13:00,31.1,78,38.4,4.1,232,19.1,51,100,0.1,0.1,0.0,0.0,996.0,
2026-07-12T14:00,31.3,79,38.9,4.5,236,18.7,51,99,0.1,0.1,0.0,0.0,995.6,
2026-07-12T15:00,31.3,77,38.2,7.5,213,24.1,51,98,0.3,0.3,0.0,0.0,995.4,
2026-07-12T16:00,30.0,82,36.4,9.4,203,25.2,51,99,0.4,0.4,0.0,0.0,995.5,
2026-07-12T17:00,27.8,94,35.2,3.6,180,22.3,51,97,0.1,0.1,0.0,0.0,996.1,
2026-07-12T18:00,28.0,97,35.1,9.3,188,15.5,53,93,0.6,0.6,0.0,0.0,996.4,
2026-07-12T19:00,28.0,94,34.6,9.9,189,20.2,3,98,0.0,0.0,0.0,0.0,997.0,
2026-07-12T20:00,28.2,93,35.0,7.8,187,18.7,3,99,0.0,0.0,0.0,0.0,997.6,
2026-07-12T21:00,28.4,92,34.9,9.9,175,19.4,3,100,0.0,0.0,0.0,0.0,998.4,
2026-07-12T22:00,28.4,91,34.8,9.6,188,19.8,3,100,0.0,0.0,0.0,0.0,998.5,
2026-07-12T23:00,29.4,88,36.3,9.0,196,22.7,3,100,0.0,0.0,0.0,0.0,997.7,
2026-07-13T00:00,29.1,88,35.7,9.6,200,20.2,51,100,0.3,0.3,0.0,0.0,997.2,
2026-07-13T01:00,28.9,89,36.0,6.6,206,19.1,51,100,0.2,0.2,0.0,0.0,996.8,
2026-07-13T02:00,28.8,91,35.9,7.5,191,14.0,51,100,0.3,0.3,0.0,0.0,996.3,
2026-07-13T03:00,28.7,92,35.8,7.8,187,16.9,51,99,0.2,0.2,0.0,0.0,996.1,
2026-07-13T04:00,28.4,94,35.9,5.1,212,14.8,61,98,1.4,1.4,0.0,0.0,996.6,
2026-07-13T05:00,29.0,90,36.3,6.6,225,16.2,53,100,0.7,0.7,0.0,0.0,996.2,
2026-07-13T06:00,29.5,89,37.3,3.6,288,12.6,3,100,0.0,0.0,0.0,0.0,997.0,
2026-07-13T07:00,30.1,86,38.1,3.1,204,9.7,3,98,0.0,0.0,0.0,0.0,997.5,
2026-07-13T08:00,31.4,81,39.4,3.9,254,13.3,3,98,0.0,0.0,0.0,0.0,997.8,
2026-07-13T09:00,32.5,74,39.9,6.2,291,20.5,51,100,0.1,0.1,0.0,0.0,997.9,
2026-07-13T10:00,30.3,82,37.7,4.3,312,22.7,61,100,2.1,2.1,0.0,0.0,998.5,
2026-07-13T11:00,30.3,82,37.0,8.7,30,13.7,53,100,0.6,0.6,0.0,0.0,998.7,
2026-07-13T12:00,30.2,79,36.3,9.5,25,25.6,53,100,0.8,0.8,0.0,0.0,998.0,
2026-07-13T13:00,30.2,80,36.5,8.4,55,22.0,53,100,0.7,0.7,0.0,0.0,997.5,
2026-07-13T14:00,29.6,84,36.4,7.0,80,21.2,55,100,1.0,1.0,0.0,0.0,997.0,
2026-07-13T15:00,29.1,87,36.3,4.7,62,18.0,53,100,0.6,0.6,0.0,0.0,996.8,
2026-07-13T16:00,28.9,88,36.0,4.9,51,13.7,53,100,0.5,0.5,0.0,0.0,996.6,
2026-07-13T17:00,27.2,95,33.7,6.9,279,15.5,53,100,0.8,0.8,0.0,0.0,998.3,
2026-07-13T18:00,27.1,95,34.2,2.7,328,19.8,55,100,1.2,1.2,0.0,0.0,998.3,
2026-07-13T19:00,26.6,97,33.6,3.1,10,14.8,55,100,1.0,1.0,0.0,0.0,999.0,
2026-07-13T20:00,26.3,98,32.9,5.4,266,13.0,63,100,5.7,5.7,0.0,0.0,999.3,
2026-07-13T21:00,26.3,98,32.9,4.9,287,14.4,51,98,0.4,0.4,0.0,0.0,999.6,
2026-07-13T22:00,26.1,98,33.2,0.8,243,13.0,63,98,2.7,2.7,0.0,0.0,999.8,
2026-07-13T23:00,27.2,93,34.2,2.7,242,9.4,53,84,0.9,0.9,0.0,0.0,998.8,
2026-07-14T00:00,26.8,95,33.9,1.4,130,5.8,2,62,0.0,0.0,0.0,0.0,998.6,
2026-07-14T01:00,26.8,95,33.8,2.2,85,4.7,2,70,0.0,0.0,0.0,0.0,998.3,
2026-07-14T02:00,26.6,97,33.6,2.5,90,7.6,3,95,0.0,0.0,0.0,0.0,998.3,
2026-07-14T03:00,26.6,95,33.8,0.6,18,5.0,51,84,0.1,0.1,0.0,0.0,998.5,
